Date_User,Latitude_User,Longitude_User,AccelerometerX_User,AccelerometerY_User,AccelerometerZ_User
14 January 2021 at 15:52:28 ,47.806682,7.175246,0.031281,-0.621887,-0.741470
14 January 2021 at 15:52:28 ,47.806682,7.175246,0.023987,-0.624039,-0.697632
14 January 2021 at 15:52:28 ,47.806682,7.175246,0.031006,-0.606766,-0.677155
14 January 2021 at 15:52:28 ,47.806660,7.175211,0.054138,-0.628204,-0.669357
14 January 2021 at 15:52:28 ,47.806660,7.175211,0.112778,-0.664749,-0.684280
14 January 2021 at 15:52:28 ,47.806660,7.175211,0.123596,-0.674500,-0.653412
14 January 2021 at 15:52:28 ,47.806660,7.175211,0.125854,-0.676498,-0.665436
14 January 2021 at 15:52:28 ,47.806660,7.175211,0.118668,-0.686035,-0.636856
14 January 2021 at 15:52:28 ,47.806660,7.175211,0.107498,-0.673538,-0.634583
14 January 2021 at 15:52:28 ,47.806660,7.175211,0.110397,-0.681366,-0.658768
14 January 2021 at 15:52:28 ,47.806660,7.175211,0.137115,-0.696136,-0.671982
14 January 2021 at 15:52:28 ,47.806660,7.175211,0.145798,-0.717239,-0.677155
14 January 2021 at 15:52:28 ,47.806660,7.175211,0.133728,-0.717422,-0.697479
14 January 2021 at 15:52:28 ,47.806660,7.175211,0.113632,-0.707489,-0.715103
14 January 2021 at 15:52:28 ,47.806660,7.175211,0.101135,-0.685486,-0.729477
14 January 2021 at 15:52:28 ,47.806660,7.175211,0.097092,-0.693939,-0.752350
14 January 2021 at 15:52:28 ,47.806660,7.175211,0.095337,-0.685043,-0.749268
14 January 2021 at 15:52:28 ,47.806660,7.175211,0.081863,-0.673309,-0.750336
